43.2897729874,144,-112705.810393,115646.897632,115724.212316,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
43.3210678101,145,-104383.294807,115176.505169,115250.981182,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
43.3449378014,146,-103955.750639,115285.849903,115360.12475,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
43.5787448883,147,-108943.251841,115791.446363,115867.598756,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
43.7674908638,148,-105855.559511,115654.720742,115729.91201,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
43.8753769398,149,-97624.4625598,115133.746282,115205.942417,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
43.9036118984,150,-96216.5261765,115133.723931,115205.495382,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.1227068901,151,-101322.066942,115637.599306,115711.248304,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.2351617813,177,-117773.33084,88543.8875608,88605.9360034,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.2846670151,178,-117774.0908,88533.0022613,88595.1177591,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.5273039341,179,-117772.81675,88519.5018076,88581.5949537,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.5535399914,180,-117773.442599,88508.0577145,88570.0391018,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.6435499191,181,-117774.068448,88496.5018626,88558.3491395,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.8898279667,182,-117772.43677,88483.1578711,88545.094555,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
44.9859759808,183,-117772.593233,88471.2890948,88533.3151857,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.1139159203,184,-117771.989736,88458.7721179,88520.6640983,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.242497921,185,-117771.319183,88446.0539754,88508.013011,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.2603349686,186,-117769.955727,88432.8217426,88494.8701852,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.3215777874,187,-117770.00043,88420.8859111,88482.8896502,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.5699868202,188,-117768.569919,88407.2736987,88469.1880309,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.5991778374,189,-117767.340573,88393.9073555,88455.9110947,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.6147999763,190,-117766.67002,88381.2786199,88443.371766,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.6368849277,191,-117768.569919,88371.4438524,88433.5369985,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.7719860077,192,-117768.614622,88359.4409656,88421.4447047,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
45.8911478519,193,-117769.039305,88347.8180585,88409.8441493,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
46.0080440044,194,-117769.039305,88335.9492822,88397.9306695,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
46.0557188988,195,-117767.921718,88323.1193808,88385.1901752,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
46.1498088837,196,-117767.497035,88310.3788865,88372.4049774,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
46.2836339474,197,-117764.99364,88295.7384939,88357.7198813,-187500.022352,-187500.022352,-187500.022352,-187500.022352,-187500.022352,
